StoreName,Online/Offline,URL,FullAddress,CountryShortCode,Latitude,Longitude,DataFeedURL,$$
"""Reservoir Wines""",online,"""http://www.reservoirwines.com""","""1922 Beacon St. Brighton MA 2135""",US,42.3364886,-71.1494469,http://www.reservoirwines.com/winedirectory.asp?request=WLb&source=WINESEARCHER,
"""R Liquor Store - Liquor Beer and Wine - Peachtree City GA""",online,"""http://www.rliquorstore.com""","""2763 Highway 54 West Peachtree City GA 30269""",US,33.397295,-84.601246,http://www.rliquorstore.com/winedirectory.asp?request=WLb&source=WINESEARCHER,
"""Rosetta Wines""",online,"""http://www.rosettawines.com""","""40 Exchange Place New York NY 10005""",US,40.7057439,-74.0102639,http://www.rosettawines.com/winedirectory.asp?request=WLb&source=WINESEARCHER,
"""Red White and Bubbly""",online,"""http://www.rwbny.com""","""211 5th Avenue Brooklyn NY 11215""",US,40.6761258,-73.9804547,http://www.rwbny.com/winedirectory.asp?request=WLb&source=WINESEARCHER,
"""Red White and Green Wine and Spirits""",online,"""http://www.rwgwines.com""","""132 Kent Ave. Brooklyn NY 11249""",US,40.7201136,-73.9621225,http://www.rwgwines.com/winedirectory.asp?request=WLb&source=WINESEARCHER,
"""The Salted Rim""",online,"""http://www.saltedrimspirits.com""","""14 SW 28th Street Perryton TX 79070""",US,36.3731572,-100.8036959,http://www.saltedrimspirits.com/winedirectory.asp?request=WLb&source=WINESEARCHER,
"""Blanchards Marshfield""",online,"""http://www.seasideblanchards.com""","""700 Plain St. Marshfield MA 2050""",US,42.1065948,-70.745886,https://www.seasideblanchards.com/winedirectory.asp?request=WLb&source=WINESEARCHER,
"""Shop-Rite Liquors""",online,"""http://www.shopriteliquors.com""","""60 Beaverbrook Rd. Lincoln Park NJ 7035""",US,40.9254727,-74.3098046,http://www.shopriteliquors.com/winedirectory.asp?request=WLb&source=WINESEARCHER,
"""Shop Rite Wines & Spirits of Chester""",online,"""http://www.shopritewines.com""","""120 US 206 South Chester NJ 7930""",US,40.786483,-74.7004609,http://www.shopritewines.com/winedirectory.asp?request=WLb&source=WINESEARCHER,
"""The Wine Shop""",online,"""http://www.shorthillswine.com""","""704 Morris Tpke Short Hills NJ 7078""",US,40.7193702,-74.3292825,http://www.shorthillswine.com/winedirectory.asp?request=WLb&source=WINESEARCHER,
"""New Hyde Park Wine & Liquor""",online,"""http://www.skwines.com""","""400 Hillside Avenue New Hyde Park NY 11040""",US,40.7412384,-73.6964281,http://www.skwines.com/winedirectory.asp?request=WLb&source=WINESEARCHER,
"""SK Wines & Liquors""",online,"""http://www.skwinesliquors.com""","""3275 Sunrise Hwy Islip Terrace NY 11752""",US,40.7475632,-73.1732548,http://www.skwinesliquors.com/winedirectory.asp?request=WLb&source=WINESEARCHER,
"""Skyview Wine & Spirits""",online,"""http://www.skyviewwine.com""","""5681 Riverdale Avenue Riverdale NY 10471""",US,40.9066166,-73.9048748,http://www.skyviewwine.com/winedirectory.asp?request=WLb&source=WINESEARCHER,
"""South End Liquors""",online,"""http://www.southendliquors.com""","""1755 South Main St. Fall River MA 2724""",US,41.683897,-71.1757286,http://www.southendliquors.com/winedirectory.asp?request=WLb&source=WINESEARCHER,
"""Stupid Wine Deals""",online,"""http://www.stupidwinedeals.com""","""4605 NE 4th Street, Suite 4 Renton WA 98059 """,US,47.4881898,-122.1572291,http://www.stupidwinedeals.com/winedirectory.asp?request=WLb&source=WINESEARCHER,
"""Suhag Liquor and Wine""",online,"""http://www.suhagwine.com""","""6930 Main St. Flushing NY 11367""",US,40.7304566,-73.8239975,http://www.suhagwine.com/winedirectory.asp?request=WLb&source=WINESEARCHER,
"""Supe Cellars""",online,"""http://www.supercellars.com""","""32 South Broad St. Ridgewood NJ 7450""",US,40.9789348,-74.1211056,http://www.supercellars.com/winedirectory.asp?request=WLb&source=WINESEARCHER,
"""Sussex Wines & Spirits""",online,"""http://www.sussexwine.com""","""300 E. 42nd St. New York NY 10017""",US,40.7494547,-73.9720753,http://www.sussexwine.com/winedirectory.asp?request=WLb&source=WINESEARCHER,
"""Table & Vine""",online,"""http://www.tableandvine.com/""","""1119 Riverdale Street, Route 5 West Springfield MA 1089 """,US,42.1340182,-72.6242642,https://www.tableandvine.com/winedirectory.asp?request=WLb&source=WINESEARCHER,
"""The Juice Box ATL""",online,"""http://www.thejuiceboxatl.com""","""6300 Powers Ferry Rd NW Atlanta GA 30339""",US,33.9052314,-84.4283242,http://www.thejuiceboxatl.com/winedirectory.asp?request=WLb&source=WINESEARCHER,
"""Liquor Junction""",online,"""http://www.theliquorjunction.com""","""1 General Way Reading MA 1867""",US,42.5193136,-71.0993596,https://www.theliquorjunction.com/winedirectory.asp?request=WLb&source=WINESEARCHER,
"""The Spirit Shoppe""",online,"""http://www.thespiritshoppe.com""","""402 Federal St. Greenfield MA 1301""",US,42.6053536,-72.5899599,http://www.thespiritshoppe.com/winedirectory.asp?request=WLb&source=WINESEARCHER,
"""The Wine Buyer @ Bottle King""",online,"""http://www.thewinebuyer.com""","""1950 Route 23 North Wayne NJ 7470""",US,40.9493641,-74.27506,https://www.thewinebuyer.com/winedirectory.asp?request=WLb&source=WINESEARCHER,
"""The Wine Club""",online,"""http://www.thewineclub.com""","""953 Harrison Street San Francisco CA 94107""",US,37.7778671,-122.4029017,http://www.thewineclub.com/winedirectory.asp?request=WLb&source=WINESEARCHER,
"""Top 10 Wine & Spirits""",online,"""http://www.top10spirits.com""","""1322 Military Rd. Benton AR 72015""",US,34.5770578,-92.5772143,http://www.top10spirits.com/winedirectory.asp?request=WLb&source=WINESEARCHER,
"""Traino's Marlton""",online,"""http://www.trainoswine.com""","""100 Church Road Marlton NJ 8053""",US,39.9157048,-74.9245419,http://www.trainoswine.com/winedirectory.asp?request=WLb&source=WINESEARCHER,
"""Tribeca Wine Merchants""",online,"""http://www.tribecawine.com""","""40 Hudson St New York NY 10013""",US,40.7171088,-74.0087355,http://www.tribecawine.com/winedirectory.asp?request=WLb&source=WINESEARCHER,
"""Twin Peaks Liquor""",online,"""http://www.twinpeaksliquor.com""","""999 South Hover Longmont CO 80501""",US,40.1498693,-105.1338902,http://www.twinpeaksliquor.com/winedirectory.asp?request=WLb&source=WINESEARCHER,
"""USA Wine Traders Club""",online,"""http://www.usawinetraders.com""","""529 Route 130 East Windsor NJ 8520""",US,40.266363,-74.5437283,http://www.usawinetraders.com/winedirectory.asp?request=WLb&source=WINESEARCHER,
"""Village Liquor""",online,"""http://www.villagefinewine.com""","""156 N Village Ave Rockville Centre NY 11570""",US,40.661771,-73.649391,http://www.villagefinewine.com/winedirectory.asp?request=WLb&source=WINESEARCHER,
"""Village Wine and Spirits""",online,"""http://www.villagewinect.com""","""455 Main Street Ridgefield CT 6877""",US,41.2828261,-73.4996908,http://www.villagewinect.com/winedirectory.asp?request=WLb&source=WINESEARCHER,
"""Vintage Cellar""",online,"""http://www.vintagecellar.com""","""1338 South Main St. Blacksburg VA 24060""",US,37.215963,-80.402101,https://www.vintagecellar.com/winedirectory.asp?request=WLb&source=WINESEARCHER,
"""Vintage Grape""",online,"""http://www.vintagegrape.net""","""1479 Third Avenue New York NY 10028""",US,40.7772302,-73.9548316,http://www.vintagegrape.net/winedirectory.asp?request=WLb&source=WINESEARCHER,
"""Westchester Wine Warehouse""",online,"""http://www.westchesterwine.com""","""53 Tarrytown Road White Plains NY 10607""",US,41.0391884,-73.7837296,https://www.westchesterwine.com/winedirectory.asp?request=WLb&source=WINESEARCHER,
"""Westcott Cove Wine & Spirits""",online,"""http://www.westcottcovewineandspirits.com""","""705 Shippan Rd Stamford CT 6902""",US,41.0424947,-73.5261216,http://www.westcottcovewineandspirits.com/winedirectory.asp?request=WLb&source=WINESEARCHER,
"""West Side Wines & Spirits""",online,"""http://www.westsidewines.com""","""10 Raymond Road West Hartford CT 6107""",US,41.7621075,-72.739502,http://www.westsidewines.com/winedirectory.asp?request=WLb&source=WINESEARCHER,
"""The Wild Duck Wine & Spirits""",online,"""http://www.wildduckboston.com""","""96 Salem Street Boston MA 2113""",US,42.3639889,-71.0557497,http://www.wildduckboston.com/winedirectory.asp?request=WLb&source=WINESEARCHER,
"""Rollers Spirits Wine & Cheese""",online,"""http://www.wineandcheeseifyouplease.com""","""6 Lagoon Rd. Hilton Head SC 29928""",US,32.1438693,-80.7521232,http://www.wineandcheeseifyouplease.com/winedirectory.asp?request=WLb&source=WINESEARCHER,
"""Wine Barrel Maplewood""",online,"""http://www.winebarrelmaplewood.com""","""1886 Springfield Ave. Maplewood NJ 7040""",US,40.7207902,-74.2705217,http://www.winebarrelmaplewood.com/winedirectory.asp?request=WLb&source=WINESEARCHER,
"""The Wine Cellar of Stoneham""",online,"""http://www.winecellarsma.com""","""85 Cedar Street Stoneham MA 2180""",US,42.4985347,-71.1200632,http://www.winecellarsma.com/winedirectory.asp?request=WLb&source=WINESEARCHER,
"""Wine & Liquor Superstore - Bronx NY""",online,"""http://www.wineliquorsuperstore.com""","""815 Hutchinson River Parkway Bronx NY 10465""",US,40.8236031,-73.8374427,http://www.wineliquorsuperstore.com/winedirectory.asp?request=WLb&source=WINESEARCHER,
"""WineOLand.com""",online,"""http://www.wineoland.com""","""4110 Route 9 South Howell NJ 7731""",US,40.1522944,-74.2292333,http://WWW.WINEOLAND.COM/winedirectory.asp?request=WLb&source=WINESEARCHER,
"""Wine Outlet""",online,"""http://www.wineoutlet.com""","""2439 Route 34 South Manasquan NJ 8736""",US,40.1204493,-74.0800763,http://www.wineoutlet.com/winedirectory.asp?request=WLb&source=WINESEARCHER,
"""Wines 4 Today""",online,"""http://www.wines4today.com""","""907 Manhattan ave Brooklyn NY 11222""",US,40.7304243,-73.9545576,http://www.wines4today.com/winedirectory.asp?request=WLb&source=WINESEARCHER,
"""Wines Anywhere""",online,"""http://www.winesanywhere.com""","""567 Mantoloking Road Brick NJ 8723""",US,40.04517,-74.1061128,http://www.winesanywhere.com/winedirectory.asp?request=WLb&source=WINESEARCHER,
"""WineTime""",online,"""http://www.winetimellc.com""","""792 & 798 Highway 133 Carbondale CO 81623""",US,39.4016765,-107.2198361,http://www.winetimellc.com/winedirectory.asp?request=WLb&source=WINESEARCHER,
"""Wine Wise Greenwich""",online,"""http://www.winewisegreenwich.com""","""122 East Putnam Ave. Greenwich CT 6830""",US,41.0339261,-73.6234333,http://www.winewisegreenwich.com/winedirectory.asp?request=WLb&source=WINESEARCHER,
"""Waverly Liquors""",online,"""http://www.wliquors.com""","""172 New York 25A Setauket NY 11733""",US,40.939087,-73.1086328,http://www.wliquors.com/winedirectory.asp?request=WLb&source=WINESEARCHER,
"""Wollaston Wine and Spirits""",online,"""http://www.wollastonwines.com""","""58-60 Beale Street Quincy MA 2170""",US,42.2661477,-71.0179425,http://www.wollastonwines.com/winedirectory.asp?request=WLb&source=WINESEARCHER,
"""Bayway World of Liquor""",online,"""http://www.worldofliquor.com""","""639 Bayway Avenue Elizabeth NJ 7202""",US,40.6470378,-74.2153188,http://www.worldofliquor.com/winedirectory.asp?request=WLb&source=WINESEARCHER,
"""West Trenton Fine Wine""",online,"""http://www.wtfinewine.com""","""1511 Parkway Avenue West Trenton NJ 8628""",US,40.2669796,-74.811552,http://www.wtfinewine.com/winedirectory.asp?request=WLb&source=WINESEARCHER,
