timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1529584744605,346,218 /api/user/total-matches/,200,OK,Thread Group 1-17,text,true,,269,483,25,25,346,0,0
1529584744698,333,218 /api/user/total-matches/,200,OK,Thread Group 1-19,text,true,,269,483,25,25,333,0,0
1529584744733,316,218 /api/user/total-matches/,200,OK,Thread Group 1-21,text,true,,269,483,25,25,316,0,0
1529584744768,345,218 /api/user/total-matches/,200,OK,Thread Group 1-24,text,true,,269,483,25,25,345,0,0
1529584744750,383,218 /api/user/total-matches/,200,OK,Thread Group 1-23,text,true,,269,483,25,25,383,0,0
1529584744700,629,221 /api/user/asset/,200,OK,Thread Group 1-4,text,true,,5757,475,25,25,629,0,0
1529584744732,637,221 /api/user/asset/,200,OK,Thread Group 1-1,text,true,,5771,475,25,25,637,0,0
1529584744814,576,218 /api/user/total-matches/,200,OK,Thread Group 1-25,text,true,,269,483,25,25,576,0,0
1529584744794,717,221 /api/user/asset/,200,OK,Thread Group 1-2,text,true,,5760,475,25,25,717,0,0
1529584744820,881,221 /api/user/asset/,200,OK,Thread Group 1-3,text,true,,5767,475,25,25,881,0,0
1529584744892,818,221 /api/user/asset/,200,OK,Thread Group 1-18,text,true,,3138,475,25,25,818,0,0
1529584744893,831,221 /api/user/asset/,200,OK,Thread Group 1-6,text,true,,5757,475,25,25,831,0,0
1529584745016,878,221 /api/user/asset/,200,OK,Thread Group 1-16,text,true,,3155,475,25,25,878,0,0
1529584745110,785,221 /api/user/asset/,200,OK,Thread Group 1-12,text,true,,3142,475,25,25,785,0,0
1529584745014,883,221 /api/user/asset/,200,OK,Thread Group 1-11,text,true,,3140,475,25,25,883,0,0
1529584745318,791,221 /api/user/asset/,200,OK,Thread Group 1-20,text,true,,3142,475,25,25,791,0,0
1529584745334,818,218 /api/user/total-matches/,200,OK,Thread Group 1-9,text,true,,269,483,25,25,818,0,0
1529584745174,1059,221 /api/user/asset/,200,OK,Thread Group 1-14,text,true,,5763,475,25,25,1059,0,0
1529584745251,1012,221 /api/user/asset/,200,OK,Thread Group 1-8,text,true,,5758,475,25,25,1012,0,0
1529584745120,1150,218 /api/user/total-matches/,200,OK,Thread Group 1-5,text,true,,269,483,25,25,1150,0,265
1529584745026,1473,221 /api/user/asset/,200,OK,Thread Group 1-10,text,true,,5755,475,25,25,1473,0,315
1529584745418,1082,221 /api/user/asset/,200,OK,Thread Group 1-22,text,true,,3143,475,25,25,1082,0,0
1529584745121,1386,218 /api/user/total-matches/,200,OK,Thread Group 1-13,text,true,,269,483,25,25,1386,0,296
1529584745105,1492,221 /api/user/asset/,200,OK,Thread Group 1-7,text,true,,5753,475,25,25,1492,0,262
1529584745550,1150,221 /api/user/asset/,200,OK,Thread Group 1-21,text,true,,3142,475,25,25,1150,0,0
1529584745270,1431,221 /api/user/asset/,200,OK,Thread Group 1-15,text,true,,3141,475,25,25,1431,0,265
1529584745532,1295,221 /api/user/asset/,200,OK,Thread Group 1-19,text,true,,3145,475,25,25,1295,0,0
1529584745452,1449,221 /api/user/asset/,200,OK,Thread Group 1-17,text,true,,3142,475,25,25,1449,0,270
1529584745613,1301,221 /api/user/asset/,200,OK,Thread Group 1-24,text,true,,3141,475,25,25,1301,0,0
1529584745829,1181,220 /api/user/asset-archive/,200,OK,Thread Group 1-4,text,true,,302,483,25,25,1181,0,319
1529584745870,1150,220 /api/user/asset-archive/,200,OK,Thread Group 1-1,text,true,,302,483,25,25,1149,0,310
1529584745633,1388,221 /api/user/asset/,200,OK,Thread Group 1-23,text,true,,3154,475,25,25,1388,0,265
1529584746011,1019,220 /api/user/asset-archive/,200,OK,Thread Group 1-2,text,true,,302,483,25,25,1019,0,266
1529584746225,830,220 /api/user/asset-archive/,200,OK,Thread Group 1-6,text,true,,302,483,25,25,830,0,264
1529584746210,848,220 /api/user/asset-archive/,200,OK,Thread Group 1-18,text,true,,302,483,25,25,848,0,272
1529584746396,695,220 /api/user/asset-archive/,200,OK,Thread Group 1-12,text,true,,302,483,25,25,695,0,267
1529584746201,920,220 /api/user/asset-archive/,200,OK,Thread Group 1-3,text,true,,302,483,25,25,920,0,305
1529584745891,1244,221 /api/user/asset/,200,OK,Thread Group 1-25,text,true,,3141,475,25,25,1244,0,267
1529584746394,747,220 /api/user/asset-archive/,200,OK,Thread Group 1-16,text,true,,302,483,25,25,746,0,308
1529584746397,766,220 /api/user/asset-archive/,200,OK,Thread Group 1-11,text,true,,302,483,25,25,766,0,320
1529584746610,649,220 /api/user/asset-archive/,200,OK,Thread Group 1-20,text,true,,302,483,25,25,648,0,307
1529584747000,350,220 /api/user/asset-archive/,200,OK,Thread Group 1-10,text,true,,302,483,25,25,350,0,0
1529584746770,636,221 /api/user/asset/,200,OK,Thread Group 1-5,text,true,,5760,475,25,25,636,0,0
1529584746763,683,220 /api/user/asset-archive/,200,OK,Thread Group 1-8,text,true,,302,483,25,25,683,0,271
1529584746734,756,220 /api/user/asset-archive/,200,OK,Thread Group 1-14,text,true,,302,483,25,25,756,0,299
1529584747098,402,220 /api/user/asset-archive/,200,OK,Thread Group 1-7,text,true,,302,483,25,25,402,0,0
1529584747007,529,221 /api/user/asset/,200,OK,Thread Group 1-13,text,true,,3144,475,25,25,529,0,0
1529584747202,335,220 /api/user/asset-archive/,200,OK,Thread Group 1-15,text,true,,302,483,25,25,335,0,0
1529584746652,890,221 /api/user/asset/,200,OK,Thread Group 1-9,text,true,,5760,475,25,25,890,0,275
1529584747031,530,223 /29ec8a964c3b47175d96aa2990a0afdc.png,200,OK,Thread Group 1-2,bin,true,,11246,413,25,25,530,0,262
1529584747021,543,223 /29ec8a964c3b47175d96aa2990a0afdc.png,200,OK,Thread Group 1-1,bin,true,,11246,413,25,25,543,0,269
1529584747059,558,223 /29ec8a964c3b47175d96aa2990a0afdc.png,200,OK,Thread Group 1-18,bin,true,,11246,413,25,25,558,0,275
1529584747011,624,223 /29ec8a964c3b47175d96aa2990a0afdc.png,200,OK,Thread Group 1-4,bin,true,,11246,413,25,25,624,0,313
1529584747001,637,220 /api/user/asset-archive/,200,OK,Thread Group 1-22,text,true,,302,483,25,25,637,0,297
1529584747091,549,223 /29ec8a964c3b47175d96aa2990a0afdc.png,200,OK,Thread Group 1-12,bin,true,,11246,413,25,25,549,0,272
1529584747056,592,223 /29ec8a964c3b47175d96aa2990a0afdc.png,200,OK,Thread Group 1-6,bin,true,,11246,413,25,25,592,0,293
1529584747401,297,220 /api/user/asset-archive/,200,OK,Thread Group 1-17,text,true,,302,483,25,25,297,0,0
1529584747141,559,223 /29ec8a964c3b47175d96aa2990a0afdc.png,200,OK,Thread Group 1-16,bin,true,,11246,413,25,25,558,0,282
1529584747164,547,223 /29ec8a964c3b47175d96aa2990a0afdc.png,200,OK,Thread Group 1-11,bin,true,,11246,413,25,25,547,0,275
1529584747122,601,223 /29ec8a964c3b47175d96aa2990a0afdc.png,200,OK,Thread Group 1-3,bin,true,,11246,413,25,25,600,0,300
1529584747201,558,220 /api/user/asset-archive/,200,OK,Thread Group 1-21,text,true,,302,483,25,25,558,0,266
1529584747259,556,223 /29ec8a964c3b47175d96aa2990a0afdc.png,200,OK,Thread Group 1-20,bin,true,,11246,413,25,25,556,0,276
1529584747522,293,220 /api/user/asset-archive/,200,OK,Thread Group 1-23,text,true,,302,483,25,25,293,0,0
1529584747561,269,224 /acbadec301c68d45cdc60dd8dfb61f2f.png,200,OK,Thread Group 1-2,bin,true,,20470,413,25,25,267,0,0
1529584747564,274,224 /acbadec301c68d45cdc60dd8dfb61f2f.png,200,OK,Thread Group 1-1,bin,true,,20470,413,25,25,273,0,0
1529584747618,299,224 /acbadec301c68d45cdc60dd8dfb61f2f.png,200,OK,Thread Group 1-18,bin,true,,20470,413,25,25,298,0,0
1529584747327,593,220 /api/user/asset-archive/,200,OK,Thread Group 1-19,text,true,,302,483,25,25,593,0,285
1529584747351,571,223 /29ec8a964c3b47175d96aa2990a0afdc.png,200,OK,Thread Group 1-10,bin,true,,11246,413,25,25,571,0,277
1529584747641,289,224 /acbadec301c68d45cdc60dd8dfb61f2f.png,200,OK,Thread Group 1-12,bin,true,,20470,413,25,25,288,0,0
1529584747649,286,224 /acbadec301c68d45cdc60dd8dfb61f2f.png,200,OK,Thread Group 1-6,bin,true,,20470,413,25,25,285,0,0
1529584747635,304,220 /api/user/asset-archive/,200,OK,Thread Group 1-25,text,true,,302,483,25,25,304,0,0
1529584747636,308,224 /acbadec301c68d45cdc60dd8dfb61f2f.png,200,OK,Thread Group 1-4,bin,true,,20470,413,25,25,307,0,0
1529584747700,278,224 /acbadec301c68d45cdc60dd8dfb61f2f.png,200,OK,Thread Group 1-16,bin,true,,20470,413,25,25,277,0,0
1529584747711,273,224 /acbadec301c68d45cdc60dd8dfb61f2f.png,200,OK,Thread Group 1-11,bin,true,,20470,413,25,25,272,0,0
1529584747491,544,223 /29ec8a964c3b47175d96aa2990a0afdc.png,200,OK,Thread Group 1-14,bin,true,,11246,413,25,25,544,0,270
1529584747501,538,223 /29ec8a964c3b47175d96aa2990a0afdc.png,200,OK,Thread Group 1-7,bin,true,,11246,413,25,25,538,0,267
1529584747447,601,223 /29ec8a964c3b47175d96aa2990a0afdc.png,200,OK,Thread Group 1-8,bin,true,,11246,413,25,25,601,0,300
1529584747414,657,220 /api/user/asset-archive/,200,OK,Thread Group 1-24,text,true,,302,483,25,25,657,0,315
1529584747538,541,223 /29ec8a964c3b47175d96aa2990a0afdc.png,200,OK,Thread Group 1-15,bin,true,,11246,413,25,25,541,0,269
1529584747815,282,224 /acbadec301c68d45cdc60dd8dfb61f2f.png,200,OK,Thread Group 1-20,bin,true,,20470,413,25,25,281,0,0
1529584747830,270,225 /c3a5be1de434b4c112007ca0b8258022.png,200,OK,Thread Group 1-2,bin,true,,15882,413,25,25,269,0,0
1529584747839,272,225 /c3a5be1de434b4c112007ca0b8258022.png,200,OK,Thread Group 1-1,bin,true,,15882,413,25,25,272,0,0
1529584747918,281,225 /c3a5be1de434b4c112007ca0b8258022.png,200,OK,Thread Group 1-18,bin,true,,15882,413,25,25,280,0,0
1529584747923,280,224 /acbadec301c68d45cdc60dd8dfb61f2f.png,200,OK,Thread Group 1-10,bin,true,,20470,413,25,25,279,0,0
1529584747931,276,225 /c3a5be1de434b4c112007ca0b8258022.png,200,OK,Thread Group 1-12,bin,true,,15882,413,25,25,276,0,0
1529584747935,291,225 /c3a5be1de434b4c112007ca0b8258022.png,200,OK,Thread Group 1-6,bin,true,,15882,413,25,25,291,0,0
1529584747639,593,223 /29ec8a964c3b47175d96aa2990a0afdc.png,200,OK,Thread Group 1-22,bin,true,,11246,413,25,25,593,0,291
1529584747978,277,225 /c3a5be1de434b4c112007ca0b8258022.png,200,OK,Thread Group 1-16,bin,true,,15882,413,25,25,277,0,0
1529584747945,311,225 /c3a5be1de434b4c112007ca0b8258022.png,200,OK,Thread Group 1-4,bin,true,,15882,413,25,25,310,0,0
1529584747985,273,225 /c3a5be1de434b4c112007ca0b8258022.png,200,OK,Thread Group 1-11,bin,true,,15882,413,25,25,272,0,0
1529584747699,570,223 /29ec8a964c3b47175d96aa2990a0afdc.png,200,OK,Thread Group 1-17,bin,true,,11246,413,25,25,569,0,282
1529584747760,528,223 /29ec8a964c3b47175d96aa2990a0afdc.png,200,OK,Thread Group 1-21,bin,true,,11246,413,25,25,528,0,262
1529584748035,277,224 /acbadec301c68d45cdc60dd8dfb61f2f.png,200,OK,Thread Group 1-14,bin,true,,20470,413,25,25,275,0,0
1529584748039,278,224 /acbadec301c68d45cdc60dd8dfb61f2f.png,200,OK,Thread Group 1-7,bin,true,,20470,413,25,25,277,0,0
1529584747816,529,223 /29ec8a964c3b47175d96aa2990a0afdc.png,200,OK,Thread Group 1-23,bin,true,,11246,413,25,25,529,0,262
1529584748043,303,220 /api/user/asset-archive/,200,OK,Thread Group 1-9,text,true,,302,483,25,25,303,0,0
1529584748048,305,224 /acbadec301c68d45cdc60dd8dfb61f2f.png,200,OK,Thread Group 1-8,bin,true,,20470,413,25,25,304,0,0
1529584748079,274,224 /acbadec301c68d45cdc60dd8dfb61f2f.png,200,OK,Thread Group 1-15,bin,true,,20470,413,25,25,273,0,0
1529584748096,282,225 /c3a5be1de434b4c112007ca0b8258022.png,200,OK,Thread Group 1-20,bin,true,,15882,413,25,25,281,0,0
1529584747920,539,223 /29ec8a964c3b47175d96aa2990a0afdc.png,200,OK,Thread Group 1-19,bin,true,,11246,413,25,25,539,0,267
1529584747940,537,223 /29ec8a964c3b47175d96aa2990a0afdc.png,200,OK,Thread Group 1-25,bin,true,,11246,413,25,25,537,0,266
1529584748202,279,225 /c3a5be1de434b4c112007ca0b8258022.png,200,OK,Thread Group 1-10,bin,true,,15882,413,25,25,278,0,0
1529584747906,617,220 /api/user/asset-archive/,200,OK,Thread Group 1-5,text,true,,302,483,25,25,617,0,295
1529584748231,296,224 /acbadec301c68d45cdc60dd8dfb61f2f.png,200,OK,Thread Group 1-22,bin,true,,20470,413,25,25,295,0,0
1529584748288,267,224 /acbadec301c68d45cdc60dd8dfb61f2f.png,200,OK,Thread Group 1-21,bin,true,,20470,413,25,25,266,0,0
1529584748268,289,224 /acbadec301c68d45cdc60dd8dfb61f2f.png,200,OK,Thread Group 1-17,bin,true,,20470,413,25,25,288,0,0
1529584748311,275,225 /c3a5be1de434b4c112007ca0b8258022.png,200,OK,Thread Group 1-14,bin,true,,15882,413,25,25,275,0,0
1529584748036,553,220 /api/user/asset-archive/,200,OK,Thread Group 1-13,text,true,,302,483,25,25,553,0,262
1529584748316,273,225 /c3a5be1de434b4c112007ca0b8258022.png,200,OK,Thread Group 1-7,bin,true,,15882,413,25,25,272,0,0
1529584747723,881,224 /acbadec301c68d45cdc60dd8dfb61f2f.png,200,OK,Thread Group 1-3,bin,true,,20470,413,25,25,296,0,0
1529584748345,268,224 /acbadec301c68d45cdc60dd8dfb61f2f.png,200,OK,Thread Group 1-23,bin,true,,20470,413,25,25,265,0,0
1529584748353,274,225 /c3a5be1de434b4c112007ca0b8258022.png,200,OK,Thread Group 1-15,bin,true,,15882,413,25,25,273,0,0
1529584748353,303,225 /c3a5be1de434b4c112007ca0b8258022.png,200,OK,Thread Group 1-8,bin,true,,15882,413,25,25,302,0,0
1529584748070,611,223 /29ec8a964c3b47175d96aa2990a0afdc.png,200,OK,Thread Group 1-24,bin,true,,11246,413,25,25,611,0,304
1529584748459,279,224 /acbadec301c68d45cdc60dd8dfb61f2f.png,200,OK,Thread Group 1-19,bin,true,,20470,413,25,25,278,0,0
1529584748477,281,224 /acbadec301c68d45cdc60dd8dfb61f2f.png,200,OK,Thread Group 1-25,bin,true,,20470,413,25,25,279,0,0
1529584748556,268,225 /c3a5be1de434b4c112007ca0b8258022.png,200,OK,Thread Group 1-21,bin,true,,15882,413,25,25,267,0,0
1529584748558,288,225 /c3a5be1de434b4c112007ca0b8258022.png,200,OK,Thread Group 1-17,bin,true,,15882,413,25,25,287,0,0
1529584748614,266,225 /c3a5be1de434b4c112007ca0b8258022.png,200,OK,Thread Group 1-23,bin,true,,15882,413,25,25,266,0,0
1529584748603,300,225 /c3a5be1de434b4c112007ca0b8258022.png,200,OK,Thread Group 1-3,bin,true,,15882,413,25,25,299,0,0
1529584748345,638,223 /29ec8a964c3b47175d96aa2990a0afdc.png,200,OK,Thread Group 1-9,bin,true,,11246,413,25,25,638,0,317
1529584748738,273,225 /c3a5be1de434b4c112007ca0b8258022.png,200,OK,Thread Group 1-19,bin,true,,15882,413,25,25,273,0,0
1529584748758,271,225 /c3a5be1de434b4c112007ca0b8258022.png,200,OK,Thread Group 1-25,bin,true,,15882,413,25,25,271,0,0
1529584748523,570,223 /29ec8a964c3b47175d96aa2990a0afdc.png,200,OK,Thread Group 1-5,bin,true,,11246,413,25,25,570,0,285
1529584748588,564,223 /29ec8a964c3b47175d96aa2990a0afdc.png,200,OK,Thread Group 1-13,bin,true,,11246,413,25,25,564,0,280
1529584748984,320,224 /acbadec301c68d45cdc60dd8dfb61f2f.png,200,OK,Thread Group 1-9,bin,true,,20470,413,25,25,319,0,0
1529584749152,286,224 /acbadec301c68d45cdc60dd8dfb61f2f.png,200,OK,Thread Group 1-13,bin,true,,20470,413,25,25,285,0,0
1529584749305,319,225 /c3a5be1de434b4c112007ca0b8258022.png,200,OK,Thread Group 1-9,bin,true,,15882,413,25,25,318,0,0
1529584749439,286,225 /c3a5be1de434b4c112007ca0b8258022.png,200,OK,Thread Group 1-13,bin,true,,15882,413,25,25,285,0,0
1529584749093,641,224 /acbadec301c68d45cdc60dd8dfb61f2f.png,200,OK,Thread Group 1-5,bin,true,,20470,413,25,25,288,0,0
1529584749735,287,225 /c3a5be1de434b4c112007ca0b8258022.png,200,OK,Thread Group 1-5,bin,true,,15882,413,25,25,287,0,0
1529584748682,1535,224 /acbadec301c68d45cdc60dd8dfb61f2f.png,200,OK,Thread Group 1-24,bin,true,,20470,413,25,25,1222,0,0
1529584748527,1770,225 /c3a5be1de434b4c112007ca0b8258022.png,200,OK,Thread Group 1-22,bin,true,,15882,413,25,25,301,0,0
1529584750218,919,225 /c3a5be1de434b4c112007ca0b8258022.png,200,OK,Thread Group 1-24,bin,true,,15882,413,25,25,617,0,305
1529584748698,30798,222 /api/match/match_asset/,502,Bad Gateway,Thread Group 1-18,text,false,,750,494,25,25,30798,0,269
1529584748611,30901,222 /api/match/match_asset/,502,Bad Gateway,Thread Group 1-1,text,false,,750,494,25,25,30901,0,291
1529584748599,30959,222 /api/match/match_asset/,500,Internal Server Error,Thread Group 1-2,text,false,,263,494,25,25,30959,0,265
1529584748725,60565,222 /api/match/match_asset/,504,Gateway Time-out,Thread Group 1-6,text,false,,765,494,25,25,60565,0,268
1529584748757,60544,222 /api/match/match_asset/,504,Gateway Time-out,Thread Group 1-11,text,false,,765,494,25,25,60544,0,272
1529584748755,60551,222 /api/match/match_asset/,504,Gateway Time-out,Thread Group 1-4,text,false,,765,494,25,25,60551,0,275
1529584748706,60619,222 /api/match/match_asset/,504,Gateway Time-out,Thread Group 1-12,text,false,,765,494,25,25,60619,0,295
1529584748755,60628,222 /api/match/match_asset/,504,Gateway Time-out,Thread Group 1-16,text,false,,765,494,25,25,60628,0,304
1529584748878,60605,222 /api/match/match_asset/,504,Gateway Time-out,Thread Group 1-20,text,false,,765,494,25,25,60605,0,304
1529584748981,60532,222 /api/match/match_asset/,504,Gateway Time-out,Thread Group 1-10,text,false,,765,494,25,25,60532,0,265
1529584749087,60539,222 /api/match/match_asset/,504,Gateway Time-out,Thread Group 1-14,text,false,,765,494,25,25,60539,0,269
1529584749089,60548,222 /api/match/match_asset/,504,Gateway Time-out,Thread Group 1-7,text,false,,765,494,25,25,60548,0,273
1529584749127,60545,222 /api/match/match_asset/,504,Gateway Time-out,Thread Group 1-15,text,false,,765,494,25,25,60545,0,272
1529584749156,60531,222 /api/match/match_asset/,504,Gateway Time-out,Thread Group 1-8,text,false,,765,494,25,25,60531,0,265
1529584749346,60551,222 /api/match/match_asset/,504,Gateway Time-out,Thread Group 1-17,text,false,,765,494,25,25,60550,0,275
1529584749381,60537,222 /api/match/match_asset/,504,Gateway Time-out,Thread Group 1-23,text,false,,765,494,25,25,60537,0,267
1529584749324,60609,222 /api/match/match_asset/,504,Gateway Time-out,Thread Group 1-21,text,false,,765,494,25,25,60609,0,304
1529584749403,60562,222 /api/match/match_asset/,504,Gateway Time-out,Thread Group 1-3,text,false,,765,494,25,25,60562,0,279
1529584749530,60535,222 /api/match/match_asset/,504,Gateway Time-out,Thread Group 1-25,text,false,,765,494,25,25,60535,0,268
1529584749512,60589,222 /api/match/match_asset/,504,Gateway Time-out,Thread Group 1-19,text,false,,765,494,25,25,60589,0,293
1529584750124,60619,222 /api/match/match_asset/,504,Gateway Time-out,Thread Group 1-9,text,false,,765,495,25,25,60619,0,316
1529584750225,60592,222 /api/match/match_asset/,504,Gateway Time-out,Thread Group 1-13,text,false,,765,495,25,25,60592,0,298
1529584750522,60535,222 /api/match/match_asset/,504,Gateway Time-out,Thread Group 1-5,text,false,,765,495,25,25,60535,0,267
1529584750797,60557,222 /api/match/match_asset/,504,Gateway Time-out,Thread Group 1-22,text,false,,765,494,25,25,60557,0,278
1529584751638,60599,222 /api/match/match_asset/,504,Gateway Time-out,Thread Group 1-24,text,false,,765,494,25,25,60599,0,302
1529584780513,60573,238 /api/match/match_asset/,504,Gateway Time-out,Thread Group 1-1,text,false,,765,494,25,25,60573,0,275
1529584780559,60560,238 /api/match/match_asset/,504,Gateway Time-out,Thread Group 1-2,text,false,,765,494,25,25,60560,0,279
1529584780497,60631,238 /api/match/match_asset/,504,Gateway Time-out,Thread Group 1-18,text,false,,765,494,25,25,60631,0,317
1529584810308,60540,238 /api/match/match_asset/,504,Gateway Time-out,Thread Group 1-4,text,false,,765,494,25,25,60540,0,263
1529584810292,60557,238 /api/match/match_asset/,504,Gateway Time-out,Thread Group 1-6,text,false,,765,494,25,25,60557,0,264
1529584810303,60553,238 /api/match/match_asset/,504,Gateway Time-out,Thread Group 1-11,text,false,,765,494,25,25,60553,0,279
1529584810327,60553,238 /api/match/match_asset/,504,Gateway Time-out,Thread Group 1-12,text,false,,765,494,25,25,60553,0,276
1529584810385,60523,238 /api/match/match_asset/,504,Gateway Time-out,Thread Group 1-16,text,false,,765,494,25,25,60523,0,262
1529584810515,60528,238 /api/match/match_asset/,504,Gateway Time-out,Thread Group 1-10,text,false,,765,494,25,25,60528,0,264
1529584810485,60623,238 /api/match/match_asset/,504,Gateway Time-out,Thread Group 1-20,text,false,,765,494,25,25,60623,0,312
1529584810628,60542,238 /api/match/match_asset/,504,Gateway Time-out,Thread Group 1-14,text,false,,765,494,25,25,60542,0,270
1529584810674,60527,238 /api/match/match_asset/,504,Gateway Time-out,Thread Group 1-15,text,false,,765,494,25,25,60527,0,263
1529584810639,60606,238 /api/match/match_asset/,504,Gateway Time-out,Thread Group 1-7,text,false,,765,494,25,25,60605,0,313
1529584810689,60610,238 /api/match/match_asset/,504,Gateway Time-out,Thread Group 1-8,text,false,,765,494,25,25,60610,0,303
1529584810935,60536,238 /api/match/match_asset/,504,Gateway Time-out,Thread Group 1-21,text,false,,765,494,25,25,60536,0,267
1529584810969,60528,238 /api/match/match_asset/,504,Gateway Time-out,Thread Group 1-3,text,false,,765,494,25,25,60528,0,263
1529584810898,60600,238 /api/match/match_asset/,504,Gateway Time-out,Thread Group 1-17,text,false,,765,494,25,25,60600,0,310
1529584810919,60583,238 /api/match/match_asset/,504,Gateway Time-out,Thread Group 1-23,text,false,,765,494,25,25,60583,0,303
1529584811067,60644,238 /api/match/match_asset/,504,Gateway Time-out,Thread Group 1-25,text,false,,765,494,25,25,60644,0,331
1529584811103,60610,238 /api/match/match_asset/,504,Gateway Time-out,Thread Group 1-19,text,false,,765,494,25,25,60610,0,310
1529584811745,60559,238 /api/match/match_asset/,504,Gateway Time-out,Thread Group 1-9,text,false,,765,495,25,25,60559,0,279
1529584811819,60599,238 /api/match/match_asset/,504,Gateway Time-out,Thread Group 1-13,text,false,,765,495,25,25,60599,0,304
1529584812059,60550,238 /api/match/match_asset/,504,Gateway Time-out,Thread Group 1-5,text,false,,765,495,25,25,60550,0,275
1529584812356,60590,238 /api/match/match_asset/,504,Gateway Time-out,Thread Group 1-22,text,false,,765,494,25,25,60590,0,311
1529584813238,60638,238 /api/match/match_asset/,504,Gateway Time-out,Thread Group 1-24,text,false,,765,494,25,25,60638,0,322
1529584842120,60526,254 /api/match/match_asset/,504,Gateway Time-out,Thread Group 1-2,text,false,,765,494,25,25,60526,0,262
1529584842087,60564,254 /api/match/match_asset/,504,Gateway Time-out,Thread Group 1-1,text,false,,765,494,25,25,60564,0,268
1529584842129,60535,254 /api/match/match_asset/,504,Gateway Time-out,Thread Group 1-18,text,false,,765,494,25,25,60535,0,266
1529584871850,60559,254 /api/match/match_asset/,504,Gateway Time-out,Thread Group 1-4,text,false,,765,494,25,25,60559,0,265
1529584871858,60555,254 /api/match/match_asset/,504,Gateway Time-out,Thread Group 1-11,text,false,,765,494,25,25,60555,0,265
1529584871850,60569,254 /api/match/match_asset/,504,Gateway Time-out,Thread Group 1-6,text,false,,765,494,25,25,60569,0,278
1529584871882,60569,254 /api/match/match_asset/,504,Gateway Time-out,Thread Group 1-12,text,false,,765,494,25,25,60569,0,284
1529584871909,60556,254 /api/match/match_asset/,504,Gateway Time-out,Thread Group 1-16,text,false,,765,494,25,25,60556,0,277
1529584872044,60580,254 /api/match/match_asset/,504,Gateway Time-out,Thread Group 1-10,text,false,,765,494,25,25,60580,0,289
1529584872109,60536,254 /api/match/match_asset/,504,Gateway Time-out,Thread Group 1-20,text,false,,765,494,25,25,60536,0,268
1529584872171,60526,254 /api/match/match_asset/,504,Gateway Time-out,Thread Group 1-14,text,false,,765,494,25,25,60526,0,262
1529584872202,60530,254 /api/match/match_asset/,504,Gateway Time-out,Thread Group 1-15,text,false,,765,494,25,25,60530,0,265
1529584872246,60530,254 /api/match/match_asset/,504,Gateway Time-out,Thread Group 1-7,text,false,,765,494,25,25,60530,0,264
1529584872300,60527,254 /api/match/match_asset/,504,Gateway Time-out,Thread Group 1-8,text,false,,765,494,25,25,60527,0,263
1529584872472,60544,254 /api/match/match_asset/,504,Gateway Time-out,Thread Group 1-21,text,false,,765,494,25,25,60544,0,272
1529584872498,60557,254 /api/match/match_asset/,504,Gateway Time-out,Thread Group 1-3,text,false,,765,494,25,25,60556,0,278
1529584872499,60579,254 /api/match/match_asset/,504,Gateway Time-out,Thread Group 1-17,text,false,,765,494,25,25,60579,0,290
1529584872502,60604,254 /api/match/match_asset/,504,Gateway Time-out,Thread Group 1-23,text,false,,765,494,25,25,60604,0,304
1529584872714,60548,254 /api/match/match_asset/,504,Gateway Time-out,Thread Group 1-19,text,false,,765,494,25,25,60548,0,276
1529584872712,60627,254 /api/match/match_asset/,504,Gateway Time-out,Thread Group 1-25,text,false,,765,494,25,25,60627,0,313
1529584873306,60573,254 /api/match/match_asset/,504,Gateway Time-out,Thread Group 1-9,text,false,,765,495,25,25,60573,0,279
1529584873419,60570,254 /api/match/match_asset/,504,Gateway Time-out,Thread Group 1-13,text,false,,765,495,25,25,60570,0,274
1529584873610,60585,254 /api/match/match_asset/,504,Gateway Time-out,Thread Group 1-5,text,false,,765,495,25,25,60585,0,292
1529584873948,60535,254 /api/match/match_asset/,504,Gateway Time-out,Thread Group 1-22,text,false,,765,494,25,25,60535,0,265
1529584874878,60545,254 /api/match/match_asset/,504,Gateway Time-out,Thread Group 1-24,text,false,,765,494,25,25,60545,0,271
1529584903653,60540,266 /api/match/match_asset/,504,Gateway Time-out,Thread Group 1-1,text,false,,765,494,25,25,60540,0,273
1529584903648,60588,266 /api/match/match_asset/,504,Gateway Time-out,Thread Group 1-2,text,false,,765,494,25,25,60588,0,289
1529584903666,60597,266 /api/match/match_asset/,504,Gateway Time-out,Thread Group 1-18,text,false,,765,494,25,25,60597,0,290
1529584933416,60581,266 /api/match/match_asset/,504,Gateway Time-out,Thread Group 1-11,text,false,,765,494,25,25,60581,0,287
1529584933412,60588,266 /api/match/match_asset/,504,Gateway Time-out,Thread Group 1-4,text,false,,765,494,25,25,60588,0,287
1529584933421,60591,266 /api/match/match_asset/,504,Gateway Time-out,Thread Group 1-6,text,false,,765,494,25,25,60591,0,286
1529584933470,60588,266 /api/match/match_asset/,504,Gateway Time-out,Thread Group 1-16,text,false,,765,494,25,25,60588,0,300
1529584933454,60614,266 /api/match/match_asset/,504,Gateway Time-out,Thread Group 1-12,text,false,,765,494,25,25,60614,0,314
